ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [ms],Runtime Improvement [ms],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
111,0.00,bitonic_sort_step,bitonic_sort_step..,"5,18","0,00","5,97","79,32",26,"262144,    1,    1","  512,    1,    1"
112,0.00,bitonic_sort_step,bitonic_sort_step..,"5,55","0,00","5,89","75,53",26,"262144,    1,    1","  512,    1,    1"
113,0.00,bitonic_sort_step,bitonic_sort_step..,"5,35","0,00","6,76","78,75",26,"262144,    1,    1","  512,    1,    1"
114,0.00,bitonic_sort_step,bitonic_sort_step..,"6,36","0,00","6,68","70,15",26,"262144,    1,    1","  512,    1,    1"
115,0.00,bitonic_sort_step,bitonic_sort_step..,"5,54","0,00","14,14","82,20",26,"262144,    1,    1","  512,    1,    1"
116,0.00,bitonic_sort_step,bitonic_sort_step..,"5,96","0,00","13,15","82,46",26,"262144,    1,    1","  512,    1,    1"
117,0.00,bitonic_sort_step,bitonic_sort_step..,"6,23","0,00","12,01","85,35",26,"262144,    1,    1","  512,    1,    1"
118,0.00,bitonic_sort_step,bitonic_sort_step..,"5,56","0,00","12,14","75,41",26,"262144,    1,    1","  512,    1,    1"
119,0.00,bitonic_sort_step,bitonic_sort_step..,"4,20","0,00","11,98","73,19",26,"262144,    1,    1","  512,    1,    1"
120,0.00,bitonic_sort_step,bitonic_sort_step..,"4,54","0,00","6,44","87,44",26,"262144,    1,    1","  512,    1,    1"
121,0.00,bitonic_sort_step,bitonic_sort_step..,"4,56","0,00","6,41","87,43",26,"262144,    1,    1","  512,    1,    1"
122,0.00,bitonic_sort_step,bitonic_sort_step..,"4,57","0,00","6,42","87,38",26,"262144,    1,    1","  512,    1,    1"
123,0.00,bitonic_sort_step,bitonic_sort_step..,"4,58","0,00","6,40","87,00",26,"262144,    1,    1","  512,    1,    1"
124,0.00,bitonic_sort_step,bitonic_sort_step..,"4,64","0,00","6,40","85,91",26,"262144,    1,    1","  512,    1,    1"
125,0.00,bitonic_sort_step,bitonic_sort_step..,"4,77","0,00","6,26","85,00",26,"262144,    1,    1","  512,    1,    1"
126,0.00,bitonic_sort_step,bitonic_sort_step..,"4,93","0,00","6,14","82,52",26,"262144,    1,    1","  512,    1,    1"
127,0.00,bitonic_sort_step,bitonic_sort_step..,"5,19","0,00","5,96","78,95",26,"262144,    1,    1","  512,    1,    1"
128,0.00,bitonic_sort_step,bitonic_sort_step..,"5,53","0,00","5,89","75,50",26,"262144,    1,    1","  512,    1,    1"
129,0.00,bitonic_sort_step,bitonic_sort_step..,"5,28","0,00","6,76","79,65",26,"262144,    1,    1","  512,    1,    1"
130,0.00,bitonic_sort_step,bitonic_sort_step..,"6,34","0,00","6,73","70,08",26,"262144,    1,    1","  512,    1,    1"
131,0.00,bitonic_sort_step,bitonic_sort_step..,"5,50","0,00","14,25","82,64",26,"262144,    1,    1","  512,    1,    1"
132,0.00,bitonic_sort_step,bitonic_sort_step..,"5,99","0,00","13,03","81,38",26,"262144,    1,    1","  512,    1,    1"
133,0.00,bitonic_sort_step,bitonic_sort_step..,"6,16","0,00","11,96","83,30",26,"262144,    1,    1","  512,    1,    1"
134,0.00,bitonic_sort_step,bitonic_sort_step..,"5,45","0,00","12,25","72,49",26,"262144,    1,    1","  512,    1,    1"
135,0.00,bitonic_sort_step,bitonic_sort_step..,"4,09","0,00","12,23","71,68",26,"262144,    1,    1","  512,    1,    1"
136,0.00,bitonic_sort_step,bitonic_sort_step..,"4,54","0,00","6,46","87,61",26,"262144,    1,    1","  512,    1,    1"
137,0.00,bitonic_sort_step,bitonic_sort_step..,"4,51","0,00","6,39","88,12",26,"262144,    1,    1","  512,    1,    1"
138,0.00,bitonic_sort_step,bitonic_sort_step..,"4,56","0,00","6,41","87,22",26,"262144,    1,    1","  512,    1,    1"
139,0.00,bitonic_sort_step,bitonic_sort_step..,"4,55","0,00","6,42","86,94",26,"262144,    1,    1","  512,    1,    1"
