ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
113,17.79,bitonic_sort_step,bitonic_sort_step..,"6,43","1,14","5,61","41,39",26,"  256,    1,    1","  512,    1,    1"
114,14.50,bitonic_sort_step,bitonic_sort_step..,"6,46","0,94","6,09","41,44",26,"  256,    1,    1","  512,    1,    1"
115,11.45,bitonic_sort_step,bitonic_sort_step..,"6,27","0,72","10,58","37,56",26,"  256,    1,    1","  512,    1,    1"
116,12.76,bitonic_sort_step,bitonic_sort_step..,"6,18","0,79","10,37","33,23",26,"  256,    1,    1","  512,    1,    1"
117,12.52,bitonic_sort_step,bitonic_sort_step..,"6,08","0,76","10,07","30,63",26,"  256,    1,    1","  512,    1,    1"
118,11.09,bitonic_sort_step,bitonic_sort_step..,"6,08","0,67","9,06","26,61",26,"  256,    1,    1","  512,    1,    1"
119,12.69,bitonic_sort_step,bitonic_sort_step..,"5,95","0,76","7,49","25,48",26,"  256,    1,    1","  512,    1,    1"
120,18.74,bitonic_sort_step,bitonic_sort_step..,"6,75","1,27","5,32","40,44",26,"  256,    1,    1","  512,    1,    1"
121,18.50,bitonic_sort_step,bitonic_sort_step..,"6,88","1,27","5,14","39,06",26,"  256,    1,    1","  512,    1,    1"
122,17.50,bitonic_sort_step,bitonic_sort_step..,"6,78","1,19","5,24","39,83",26,"  256,    1,    1","  512,    1,    1"
123,17.86,bitonic_sort_step,bitonic_sort_step..,"6,56","1,17","5,16","40,42",26,"  256,    1,    1","  512,    1,    1"
124,17.14,bitonic_sort_step,bitonic_sort_step..,"6,46","1,11","5,23","41,00",26,"  256,    1,    1","  512,    1,    1"
125,17.13,bitonic_sort_step,bitonic_sort_step..,"6,62","1,14","5,37","40,57",26,"  256,    1,    1","  512,    1,    1"
126,17.72,bitonic_sort_step,bitonic_sort_step..,"6,46","1,15","5,33","41,17",26,"  256,    1,    1","  512,    1,    1"
127,14.98,bitonic_sort_step,bitonic_sort_step..,"6,43","0,96","5,40","41,84",26,"  256,    1,    1","  512,    1,    1"
128,13.49,bitonic_sort_step,bitonic_sort_step..,"6,24","0,84","5,36","42,83",26,"  256,    1,    1","  512,    1,    1"
129,16.16,bitonic_sort_step,bitonic_sort_step..,"6,30","1,02","5,39","42,21",26,"  256,    1,    1","  512,    1,    1"
130,14.24,bitonic_sort_step,bitonic_sort_step..,"6,56","0,93","5,70","40,40",26,"  256,    1,    1","  512,    1,    1"
131,12.69,bitonic_sort_step,bitonic_sort_step..,"6,24","0,79","9,99","37,14",26,"  256,    1,    1","  512,    1,    1"
132,12.35,bitonic_sort_step,bitonic_sort_step..,"6,18","0,76","9,97","32,26",26,"  256,    1,    1","  512,    1,    1"
133,11.60,bitonic_sort_step,bitonic_sort_step..,"6,08","0,71","9,78","29,80",26,"  256,    1,    1","  512,    1,    1"
134,12.29,bitonic_sort_step,bitonic_sort_step..,"5,92","0,73","8,65","26,63",26,"  256,    1,    1","  512,    1,    1"
135,13.32,bitonic_sort_step,bitonic_sort_step..,"5,95","0,79","7,29","25,40",26,"  256,    1,    1","  512,    1,    1"
136,16.07,bitonic_sort_step,bitonic_sort_step..,"6,08","0,98","3,24","23,59",26,"  256,    1,    1","  512,    1,    1"
137,18.61,bitonic_sort_step,bitonic_sort_step..,"6,69","1,24","5,27","40,57",26,"  256,    1,    1","  512,    1,    1"
138,18.01,bitonic_sort_step,bitonic_sort_step..,"6,62","1,19","5,17","40,89",26,"  256,    1,    1","  512,    1,    1"
